E	alpha	r1	L	H	gamma
eV	deg	mm	mm	mm	deg
865	88.1	2005.038	10171.861	910.226	15.895
866	87.4	2788.415	11670.838	1099.717	20.474
866	87.5	2675.724	11450.560	1070.850	19.604
866	87.6	2563.293	11232.312	1042.584	18.828
866	87.7	2451.140	11016.016	1014.898	18.128
866	87.8	2339.285	10801.601	987.771	17.494
866	87.9	2227.747	10588.997	961.185	16.913
866	88.0	2116.547	10378.144	935.123	16.379
866	88.1	2005.705	10168.980	909.566	15.885
867	87.4	2789.354	11667.356	1098.882	20.454
867	87.5	2676.623	11447.179	1070.044	19.586
867	87.6	2564.153	11229.027	1041.806	18.812
867	87.7	2451.961	11012.822	1014.146	18.114
867	87.8	2340.066	10798.493	987.044	17.481
867	87.9	2228.490	10585.972	960.482	16.901
867	88.0	2117.251	10375.195	934.443	16.368
867	88.1	2006.371	10166.105	908.908	15.875
868	87.4	2790.292	11663.880	1098.049	20.433
868	87.5	2677.522	11443.804	1069.240	19.568
868	87.6	2565.011	11225.749	1041.029	18.796
868	87.7	2452.780	11009.635	1013.395	18.100
868	87.8	2340.847	10795.392	986.318	17.468
868	87.9	2229.232	10582.952	959.780	16.890
868	88.0	2117.955	10372.252	933.764	16.358
868	88.1	2007.036	10163.235	908.252	15.865
869	87.4	2791.228	11660.410	1097.218	20.412
869	87.5	2678.418	11440.436	1068.437	19.550
869	87.6	2565.869	11222.476	1040.253	18.780
869	87.7	2453.598	11006.453	1012.646	18.085
869	87.8	2341.626	10792.296	985.594	17.455
869	87.9	2229.973	10579.937	959.080	16.878
869	88.0	2118.657	10369.314	933.087	16.347
869	88.1	2007.701	10160.370	907.597	15.855
870	87.4	2792.164	11656.947	1096.388	20.392
870	87.5	2679.314	11437.075	1067.636	19.532
870	87.6	2566.725	11219.210	1039.480	18.764
870	87.7	2454.416	11003.278	1011.898	18.071
870	87.8	2342.405	10789.206	984.872	17.442
870	87.9	2230.713	10576.928	958.382	16.866
870	88.0	2119.359	10366.382	932.411	16.336
870	88.1	2008.364	10157.510	906.943	15.845
871	87.4	2793.098	11653.491	1095.561	20.372
871	87.5	2680.209	11433.719	1066.837	19.514
871	87.6	2567.581	11215.950	1038.708	18.748
871	87.7	2455.232	11000.108	1011.152	18.057
871	87.8	2343.182	10786.122	984.151	17.429
871	87.9	2231.452	10573.925	957.684	16.854
871	88.0	2120.060	10363.455	931.737	16.325
871	88.1	2009.027	10154.655	906.291	15.836
872	87.4	2794.032	11650.042	1094.735	20.351
872	87.5	2681.103	11430.370	1066.040	19.496
872	87.6	2568.435	11212.696	1037.937	18.732
872	87.7	2456.047	10996.944	1010.408	18.042
872	87.8	2343.959	10783.043	983.431	17.416
872	87.9	2232.190	10570.927	956.989	16.843
872	88.0	2120.760	10360.534	931.064	16.315
872	88.1	2009.689	10151.806	905.640	15.826
873	87.4	2794.964	11646.599	1093.911	20.331
873	87.5	2681.995	11427.028	1065.244	19.478
873	87.6	2569.288	11209.449	1037.169	18.716
873	87.7	2456.862	10993.786	1009.665	18.028
873	87.8	2344.735	10779.970	982.713	17.403
873	87.9	2232.927	10567.935	956.295	16.831
873	88.0	2121.459	10357.618	930.392	16.304
873	88.1	2010.351	10148.962	904.990	15.816
874	87.4	2795.895	11643.163	1093.088	20.311
874	87.5	2682.887	11423.691	1064.450	19.461
874	87.6	2570.141	11206.207	1036.402	18.700
874	87.7	2457.675	10990.635	1008.924	18.014
874	87.8	2345.509	10776.903	981.997	17.390
874	87.9	2233.664	10564.948	955.602	16.819
874	88.0	2122.157	10354.707	929.722	16.293
874	88.1	2011.011	10146.123	904.342	15.806
875	87.4	2796.824	11639.733	1092.268	20.291
875	87.5	2683.777	11420.361	1063.657	19.443
875	87.6	2570.992	11202.972	1035.636	18.684
875	87.7	2458.487	10987.489	1008.184	18.000
875	87.8	2346.283	10773.842	981.282	17.378
875	87.9	2234.399	10561.967	954.911	16.808
875	88.0	2122.855	10351.802	929.054	16.283
875	88.1	2011.671	10143.290	903.695	15.796
876	87.4	2797.753	11636.310	1091.449	20.271
876	87.5	2684.666	11417.038	1062.867	19.425
876	87.6	2571.842	11199.742	1034.873	18.669
876	87.7	2459.299	10984.348	1007.446	17.986
876	87.8	2347.056	10770.786	980.568	17.365
876	87.9	2235.134	10558.991	954.221	16.796
876	88.0	2123.551	10348.901	928.387	16.272
876	88.1	2012.330	10140.461	903.049	15.786
877	87.4	2798.681	11632.893	1090.632	20.251
877	87.5	2685.555	11413.721	1062.078	19.408
877	87.6	2572.691	11196.519	1034.110	18.653
877	87.7	2460.109	10981.214	1006.710	17.972
877	87.8	2347.828	10767.736	979.856	17.352
877	87.9	2235.867	10556.021	953.532	16.785
877	88.0	2124.247	10346.007	927.721	16.261
877	88.1	2012.988	10137.638	902.405	15.777
878	87.4	2799.607	11629.483	1089.817	20.231
878	87.5	2686.442	11410.409	1061.290	19.390
878	87.6	2573.539	11193.302	1033.350	18.638
878	87.7	2460.918	10978.086	1005.975	17.958
878	87.8	2348.599	10764.692	979.146	17.339
878	87.9	2236.600	10553.056	952.846	16.773
878	88.0	2124.942	10343.117	927.056	16.251
878	88.1	2013.645	10134.820	901.763	15.767
879	87.4	2800.532	11626.079	1089.003	20.211
879	87.5	2687.328	11407.105	1060.505	19.373
879	87.6	2574.386	11190.091	1032.591	18.622
879	87.7	2461.727	10974.963	1005.241	17.944
879	87.8	2349.369	10761.653	978.437	17.327
879	87.9	2237.332	10550.097	952.160	16.762
879	88.0	2125.636	10340.233	926.394	16.240
879	88.1	2014.301	10132.007	901.121	15.757
880	87.4	2801.456	11622.682	1088.191	20.191
880	87.5	2688.213	11403.806	1059.721	19.355
880	87.6	2575.232	11186.885	1031.834	18.606
880	87.7	2462.534	10971.846	1004.510	17.930
880	87.8	2350.138	10758.620	977.730	17.314
880	87.9	2238.063	10547.143	951.476	16.750
880	88.0	2126.329	10337.354	925.732	16.230
880	88.1	2014.957	10129.199	900.481	15.748
881	87.4	2802.379	11619.291	1087.381	20.172
881	87.5	2689.096	11400.514	1058.939	19.338
881	87.6	2576.077	11183.686	1031.078	18.591
881	87.7	2463.341	10968.735	1003.779	17.916
881	87.8	2350.906	10755.593	977.024	17.302
881	87.9	2238.793	10544.194	950.794	16.739
881	88.0	2127.021	10334.481	925.072	16.219
882	87.4	2803.301	11615.907	1086.573	20.152
882	87.5	2689.979	11397.228	1058.158	19.321
882	87.6	2576.921	11180.493	1030.324	18.576
882	87.7	2464.146	10965.630	1003.051	17.902
882	87.8	2351.673	10752.571	976.320	17.289
882	87.9	2239.522	10541.251	950.113	16.727
882	88.0	2127.713	10331.612	924.413	16.209
883	87.4	2804.222	11612.529	1085.766	20.132
883	87.5	2690.861	11393.948	1057.379	19.303
883	87.6	2577.764	11177.306	1029.571	18.560
883	87.7	2464.951	10962.531	1002.324	17.888
883	87.8	2352.440	10749.554	975.617	17.277
883	87.9	2240.251	10538.314	949.433	16.716
883	88.0	2128.404	10328.749	923.756	16.198
884	87.4	2805.141	11609.158	1084.961	20.113
884	87.5	2691.741	11390.674	1056.602	19.286
884	87.6	2578.606	11174.124	1028.821	18.545
884	87.7	2465.754	10959.437	1001.598	17.875
884	87.8	2353.205	10746.544	974.915	17.264
884	87.9	2240.978	10535.381	948.755	16.704
884	88.0	2129.094	10325.891	923.100	16.188
885	87.4	2806.060	11605.793	1084.158	20.093
885	87.5	2692.621	11387.406	1055.826	19.269
885	87.6	2579.447	11170.949	1028.071	18.530
885	87.7	2466.557	10956.349	1000.874	17.861
885	87.8	2353.969	10743.538	974.215	17.252
885	87.9	2241.705	10532.454	948.078	16.693
885	88.0	2129.783	10323.038	922.445	16.178
886	87.4	2806.977	11602.434	1083.357	20.074
886	87.5	2693.499	11384.145	1055.052	19.252
886	87.6	2580.287	11167.780	1027.324	18.514
886	87.7	2467.358	10953.267	1000.151	17.847
886	87.8	2354.733	10740.539	973.517	17.239
886	87.9	2242.430	10529.533	947.403	16.682
886	88.0	2130.471	10320.191	921.792	16.167
887	87.4	2807.893	11599.081	1082.557	20.055
887	87.5	2694.377	11380.889	1054.280	19.235
887	87.6	2581.126	11164.616	1026.577	18.499
887	87.7	2468.159	10950.190	999.430	17.834
887	87.8	2355.495	10737.544	972.820	17.227
887	87.9	2243.155	10526.617	946.729	16.671
887	88.0	2131.158	10317.349	921.140	16.157
888	87.4	2808.809	11595.735	1081.759	20.035
888	87.5	2695.253	11377.640	1053.509	19.218
888	87.6	2581.963	11161.459	1025.833	18.484
888	87.7	2468.958	10947.119	998.711	17.820
888	87.8	2356.257	10734.556	972.125	17.215
888	87.9	2243.879	10523.706	946.056	16.659
888	88.0	2131.845	10314.511	920.490	16.147
889	87.4	2809.723	11592.396	1080.962	20.016
889	87.5	2696.128	11374.397	1052.740	19.201
889	87.6	2582.800	11158.307	1025.090	18.469
889	87.7	2469.757	10944.054	997.993	17.806
889	87.8	2357.018	10731.573	971.431	17.202
889	87.9	2244.602	10520.800	945.385	16.648
889	88.0	2132.530	10311.679	919.841	16.136
890	87.4	2810.635	11589.062	1080.168	19.997
890	87.5	2697.003	11371.160	1051.972	19.184
890	87.6	2583.636	11155.161	1024.348	18.454
890	87.7	2470.554	10940.995	997.276	17.793
890	87.8	2357.777	10728.595	970.738	17.190
890	87.9	2245.324	10517.900	944.716	16.637
890	88.0	2133.215	10308.852	919.193	16.126
891	87.4	2811.547	11585.735	1079.375	19.978
891	87.5	2697.876	11367.929	1051.206	19.167
891	87.6	2584.471	11152.021	1023.609	18.439
891	87.7	2471.351	10937.941	996.561	17.779
891	87.8	2358.536	10725.623	970.047	17.178
891	87.9	2246.046	10515.005	944.047	16.626
891	88.0	2133.899	10306.031	918.547	16.116
892	87.4	2812.458	11582.414	1078.583	19.959
892	87.5	2698.748	11364.704	1050.442	19.150
892	87.6	2585.304	11148.886	1022.870	18.424
892	87.7	2472.147	10934.892	995.848	17.766
892	87.8	2359.294	10722.656	969.357	17.166
892	87.9	2246.766	10512.115	943.380	16.615
892	88.0	2134.582	10303.214	917.902	16.106
893	87.4	2813.367	11579.100	1077.793	19.940
893	87.5	2699.619	11361.485	1049.680	19.133
893	87.6	2586.137	11145.758	1022.133	18.409
893	87.7	2472.942	10931.850	995.136	17.752
893	87.8	2360.051	10719.694	968.669	17.154
893	87.9	2247.486	10509.231	942.715	16.604
893	88.0	2135.265	10300.402	917.258	16.095
894	87.4	2814.276	11575.791	1077.005	19.921
894	87.5	2700.489	11358.272	1048.918	19.117
894	87.6	2586.969	11142.635	1021.398	18.394
894	87.7	2473.735	10928.813	994.426	17.739
894	87.8	2360.807	10716.738	967.982	17.141
894	87.9	2248.204	10506.351	942.051	16.592
894	88.0	2135.946	10297.596	916.615	16.085
895	87.4	2815.183	11572.489	1076.219	19.902
895	87.5	2701.358	11355.065	1048.159	19.100
895	87.6	2587.800	11139.518	1020.665	18.379
895	87.7	2474.528	10925.781	993.717	17.726
895	87.8	2361.563	10713.788	967.297	17.129
895	87.9	2248.922	10503.477	941.388	16.581
895	88.0	2136.627	10294.794	915.974	16.075
896	87.4	2816.089	11569.193	1075.434	19.883
896	87.5	2702.225	11351.864	1047.401	19.083
896	87.6	2588.629	11136.407	1019.932	18.364
896	87.7	2475.320	10922.755	993.009	17.712
896	87.8	2362.317	10710.842	966.613	17.117
896	87.9	2249.639	10500.609	940.727	16.570
896	88.0	2137.307	10291.998	915.335	16.065
897	87.4	2816.995	11565.903	1074.651	19.865
897	87.5	2703.092	11348.668	1046.645	19.067
897	87.6	2589.458	11133.302	1019.202	18.349
897	87.7	2476.111	10919.735	992.303	17.699
897	87.8	2363.070	10707.903	965.930	17.105
897	87.9	2250.355	10497.745	940.067	16.559
897	88.0	2137.986	10289.206	914.696	16.055
898	87.4	2817.899	11562.619	1073.870	19.846
898	87.5	2703.958	11345.479	1045.890	19.050
898	87.6	2590.286	11130.202	1018.473	18.335
898	87.7	2476.901	10916.720	991.598	17.686
898	87.8	2363.823	10704.968	965.249	17.093
898	87.9	2251.071	10494.887	939.408	16.548
898	88.0	2138.665	10286.420	914.059	16.045
899	87.4	2818.802	11559.342	1073.090	19.827
899	87.5	2704.823	11342.296	1045.137	19.034
899	87.6	2591.113	11127.108	1017.745	18.320
899	87.7	2477.690	10913.711	990.895	17.673
899	87.8	2364.574	10702.039	964.569	17.081
899	87.9	2251.785	10492.033	938.751	16.537
899	88.0	2139.342	10283.638	913.424	16.035
900	87.4	2819.704	11556.070	1072.312	19.809
900	87.5	2705.686	11339.119	1044.385	19.017
900	87.6	2591.938	11124.020	1017.019	18.305
900	87.7	2478.478	10910.707	990.194	17.659
900	87.8	2365.325	10699.115	963.891	17.069
900	87.9	2252.499	10489.185	938.095	16.527
900	88.0	2140.019	10280.862	912.789	16.025
901	87.4	2820.604	11552.805	1071.535	19.790
901	87.5	2706.549	11335.947	1043.635	19.001
901	87.6	2592.763	11120.938	1016.294	18.291
901	87.7	2479.265	10907.708	989.493	17.646
901	87.8	2366.075	10696.196	963.214	17.057
901	87.9	2253.211	10486.342	937.441	16.516
901	88.0	2140.695	10278.091	912.156	16.015
902	87.4	2821.504	11549.546	1070.760	19.772
902	87.5	2707.411	11332.782	1042.887	18.985
902	87.6	2593.587	11117.861	1015.571	18.276
902	87.7	2480.051	10904.716	988.795	17.633
902	87.8	2366.824	10693.283	962.539	17.045
902	87.9	2253.923	10483.504	936.787	16.505
902	88.0	2141.370	10275.324	911.524	16.005
903	87.4	2822.403	11546.293	1069.987	19.753
903	87.5	2708.271	11329.622	1042.140	18.968
903	87.6	2594.410	11114.789	1014.850	18.262
903	87.7	2480.837	10901.728	988.097	17.620
903	87.8	2367.572	10690.375	961.865	17.033
903	87.9	2254.634	10480.672	936.136	16.494
903	88.0	2142.044	10272.563	910.894	15.995
904	87.4	2823.300	11543.046	1069.215	19.735
904	87.5	2709.131	11326.468	1041.395	18.952
904	87.6	2595.231	11111.724	1014.130	18.247
904	87.7	2481.621	10898.746	987.401	17.607
904	87.8	2368.319	10687.472	961.192	17.022
904	87.9	2255.344	10477.844	935.485	16.483
904	88.0	2142.717	10269.806	910.265	15.985
905	87.4	2824.197	11539.805	1068.445	19.717
905	87.5	2709.989	11323.320	1040.651	18.936
905	87.6	2596.052	11108.664	1013.411	18.233
905	87.7	2482.404	10895.770	986.707	17.594
905	87.8	2369.065	10684.575	960.521	17.010
905	87.9	2256.054	10475.021	934.836	16.472
905	88.0	2143.390	10267.055	909.637	15.975
906	87.4	2825.092	11536.570	1067.676	19.699
906	87.5	2710.847	11320.178	1039.909	18.920
906	87.6	2596.872	11105.609	1012.694	18.218
906	87.7	2483.187	10892.799	986.014	17.581
906	87.8	2369.810	10681.683	959.851	16.998
906	87.9	2256.762	10472.204	934.188	16.462
906	88.0	2144.062	10264.308	909.010	15.965
907	87.4	2825.986	11533.341	1066.909	19.680
907	87.5	2711.703	11317.041	1039.168	18.904
907	87.6	2597.691	11102.561	1011.979	18.204
907	87.7	2483.968	10889.833	985.322	17.568
907	87.8	2370.555	10678.796	959.182	16.986
907	87.9	2257.470	10469.391	933.542	16.451
907	88.0	2144.733	10261.566	908.385	15.955
908	87.4	2826.880	11530.118	1066.144	19.662
908	87.5	2712.558	11313.910	1038.429	18.888
908	87.6	2598.509	11099.517	1011.264	18.190
908	87.7	2484.749	10886.872	984.632	17.555
908	87.8	2371.298	10675.914	958.515	16.975
908	87.9	2258.176	10466.584	932.897	16.440
908	88.0	2145.403	10258.829	907.761	15.945
909	87.4	2827.772	11526.901	1065.380	19.644
909	87.5	2713.413	11310.786	1037.691	18.872
909	87.6	2599.325	11096.480	1010.552	18.175
909	87.7	2485.528	10883.918	983.944	17.542
909	87.8	2372.041	10673.037	957.849	16.963
909	87.9	2258.882	10463.782	932.253	16.430
909	88.0	2146.073	10256.097	907.138	15.936
910	87.4	2828.663	11523.690	1064.618	19.626
910	87.5	2714.266	11307.666	1036.955	18.856
910	87.6	2600.141	11093.448	1009.841	18.161
910	87.7	2486.307	10880.968	983.256	17.529
910	87.8	2372.783	10670.166	957.185	16.951
910	87.9	2259.587	10460.984	931.610	16.419
910	88.0	2146.741	10253.370	906.517	15.926
911	87.4	2829.553	11520.484	1063.858	19.608
911	87.5	2715.118	11304.553	1036.221	18.840
911	87.6	2600.956	11090.421	1009.131	18.147
911	87.7	2487.085	10878.024	982.570	17.516
911	87.8	2373.523	10667.300	956.522	16.940
911	87.9	2260.292	10458.192	930.969	16.408
911	88.0	2147.409	10250.648	905.897	15.916
912	87.4	2830.442	11517.285	1063.099	19.591
912	87.5	2715.970	11301.445	1035.488	18.824
912	87.6	2601.770	11087.400	1008.423	18.133
912	87.7	2487.862	10875.085	981.886	17.504
912	87.8	2374.263	10664.438	955.860	16.928
912	87.9	2260.995	10455.405	930.329	16.398
912	88.0	2148.076	10247.930	905.278	15.906
913	87.4	2831.330	11514.092	1062.341	19.573
913	87.5	2716.820	11298.343	1034.756	18.808
913	87.6	2602.583	11084.384	1007.716	18.118
913	87.7	2488.638	10872.151	981.203	17.491
913	87.8	2375.003	10661.582	955.200	16.916
913	87.9	2261.698	10452.622	929.691	16.387
913	88.0	2148.743	10245.217	904.660	15.897
914	87.4	2832.216	11510.905	1061.585	19.555
914	87.5	2717.669	11295.247	1034.026	18.793
914	87.6	2603.395	11081.374	1007.011	18.104
914	87.7	2489.412	10869.223	980.521	17.478
914	87.8	2375.741	10658.732	954.541	16.905
914	87.9	2262.399	10449.845	929.054	16.376
914	88.0	2149.408	10242.510	904.044	15.887
915	87.4	2833.102	11507.723	1060.831	19.537
915	87.5	2718.518	11292.156	1033.297	18.777
915	87.6	2604.206	11078.370	1006.307	18.090
915	87.7	2490.187	10866.300	979.841	17.466
915	87.8	2376.478	10655.886	953.883	16.893
915	87.9	2263.100	10447.072	928.418	16.366
915	88.0	2150.073	10239.806	903.429	15.877
916	87.4	2833.987	11504.548	1060.078	19.520
916	87.5	2719.365	11289.071	1032.570	18.761
916	87.6	2605.016	11075.371	1005.604	18.076
916	87.7	2490.960	10863.382	979.162	17.453
916	87.8	2377.215	10653.045	953.227	16.882
916	87.9	2263.800	10444.305	927.783	16.355
916	88.0	2150.737	10237.108	902.815	15.867
917	87.4	2834.871	11501.378	1059.327	19.502
917	87.5	2720.211	11285.992	1031.845	18.746
917	87.6	2605.825	11072.377	1004.903	18.062
917	87.7	2491.732	10860.469	978.485	17.440
917	87.8	2377.950	10650.210	952.572	16.870
917	87.9	2264.500	10441.542	927.150	16.345
917	88.0	2151.400	10234.415	902.202	15.858
918	87.4	2835.753	11498.214	1058.577	19.484
918	87.5	2721.056	11282.918	1031.121	18.730
918	87.6	2606.633	11069.389	1004.204	18.048
918	87.7	2492.503	10857.562	977.809	17.428
918	87.8	2378.685	10647.379	951.918	16.859
918	87.9	2265.198	10438.784	926.518	16.335
918	88.0	2152.062	10231.726	901.591	15.848
919	87.4	2836.635	11495.056	1057.829	19.467
919	87.5	2721.900	11279.850	1030.398	18.714
919	87.6	2607.440	11066.406	1003.505	18.034
919	87.7	2493.274	10854.660	977.134	17.415
919	87.8	2379.419	10644.554	951.266	16.848
919	87.9	2265.896	10436.032	925.887	16.324
919	88.0	2152.724	10229.042	900.981	15.839
920	87.4	2837.515	11491.903	1057.082	19.449
920	87.5	2722.744	11276.787	1029.677	18.699
920	87.6	2608.247	11063.428	1002.809	18.021
920	87.7	2494.043	10851.763	976.460	17.403
920	87.8	2380.152	10641.733	950.615	16.836
920	87.9	2266.592	10433.284	925.257	16.314
920	88.0	2153.385	10226.363	900.372	15.829
921	87.4	2838.395	11488.757	1056.337	19.432
921	87.5	2723.586	11273.730	1028.957	18.684
921	87.6	2609.052	11060.456	1002.113	18.007
921	87.7	2494.812	10848.872	975.788	17.390
921	87.8	2380.884	10638.918	949.966	16.825
921	87.9	2267.288	10430.541	924.629	16.303
922	87.4	2839.273	11485.616	1055.594	19.415
922	87.5	2724.427	11270.679	1028.239	18.668
922	87.6	2609.856	11057.490	1001.420	17.993
922	87.7	2495.579	10845.985	975.118	17.378
922	87.8	2381.615	10636.108	949.317	16.814
922	87.9	2267.983	10427.802	924.002	16.293
923	87.4	2840.150	11482.481	1054.852	19.397
923	87.5	2725.267	11267.633	1027.522	18.653
923	87.6	2610.660	11054.528	1000.727	17.979
923	87.7	2496.346	10843.104	974.449	17.365
923	87.8	2382.345	10633.302	948.670	16.802
923	87.9	2268.678	10425.069	923.376	16.283
924	87.4	2841.027	11479.352	1054.111	19.380
924	87.5	2726.106	11264.593	1026.807	18.637
924	87.6	2611.462	11051.572	1000.036	17.965
924	87.7	2497.112	10840.228	973.781	17.353
924	87.8	2383.075	10630.502	948.025	16.791
924	87.9	2269.371	10422.341	922.752	16.272
925	87.4	2841.902	11476.228	1053.372	19.363
925	87.5	2726.945	11261.558	1026.093	18.622
925	87.6	2612.263	11048.621	999.346	17.952
925	87.7	2497.877	10837.357	973.114	17.341
925	87.8	2383.804	10627.707	947.380	16.780
925	87.9	2270.064	10419.617	922.129	16.262
926	87.4	2842.776	11473.111	1052.635	19.346
926	87.5	2727.782	11258.529	1025.381	18.607
926	87.6	2613.064	11045.676	998.658	17.938
926	87.7	2498.641	10834.491	972.449	17.328
926	87.8	2384.531	10624.916	946.737	16.769
926	87.9	2270.756	10416.898	921.507	16.252
927	87.4	2843.649	11469.999	1051.899	19.329
927	87.5	2728.618	11255.505	1024.670	18.592
927	87.6	2613.863	11042.736	997.971	17.924
927	87.7	2499.404	10831.631	971.785	17.316
927	87.8	2385.258	10622.131	946.095	16.757
927	87.9	2271.447	10414.184	920.886	16.242
928	87.4	2844.521	11466.892	1051.164	19.312
928	87.5	2729.453	11252.487	1023.960	18.577
928	87.6	2614.662	11039.801	997.286	17.911
928	87.7	2500.166	10828.775	971.123	17.304
928	87.8	2385.985	10619.350	945.455	16.746
928	87.9	2272.137	10411.475	920.267	16.231
929	87.4	2845.393	11463.791	1050.431	19.295
929	87.5	2730.288	11249.474	1023.252	18.562
929	87.6	2615.460	11036.872	996.602	17.897
929	87.7	2500.927	10825.924	970.461	17.291
929	87.8	2386.710	10616.575	944.816	16.735
929	87.9	2272.826	10408.770	919.649	16.221
930	87.4	2846.263	11460.696	1049.700	19.278
930	87.5	2731.121	11246.466	1022.546	18.546
930	87.6	2616.256	11033.948	995.919	17.884
930	87.7	2501.688	10823.079	969.801	17.279
930	87.8	2387.434	10613.804	944.178	16.724
930	87.9	2273.515	10406.070	919.032	16.211
931	87.4	2847.132	11457.607	1048.970	19.261
931	87.5	2731.953	11243.464	1021.841	18.531
931	87.6	2617.052	11031.029	995.237	17.870
931	87.7	2502.447	10820.239	969.143	17.267
931	87.8	2388.158	10611.038	943.541	16.713
931	87.9	2274.203	10403.375	918.416	16.201
932	87.4	2848.000	11454.523	1048.241	19.244
932	87.5	2732.784	11240.468	1021.137	18.517
932	87.6	2617.847	11028.115	994.557	17.857
932	87.7	2503.206	10817.403	968.486	17.255
932	87.8	2388.880	10608.278	942.906	16.702
932	87.9	2274.890	10400.685	917.802	16.191
933	87.4	2848.867	11451.445	1047.514	19.228
933	87.5	2733.615	11237.477	1020.435	18.502
933	87.6	2618.641	11025.206	993.879	17.844
933	87.7	2503.964	10814.573	967.830	17.243
933	87.8	2389.602	10605.522	942.272	16.691
933	87.9	2275.576	10397.999	917.189	16.181
934	87.4	2849.733	11448.372	1046.788	19.211
934	87.5	2734.444	11234.491	1019.734	18.487
934	87.6	2619.434	11022.303	993.202	17.830
934	87.7	2504.721	10811.748	967.175	17.231
934	87.8	2390.323	10602.771	941.639	16.680
934	87.9	2276.261	10395.318	916.577	16.171
935	87.4	2850.598	11445.305	1046.064	19.194
935	87.5	2735.272	11231.511	1019.034	18.472
935	87.6	2620.226	11019.405	992.526	17.817
935	87.7	2505.476	10808.928	966.522	17.219
935	87.8	2391.043	10600.024	941.007	16.669
935	87.9	2276.946	10392.642	915.966	16.161
936	87.4	2851.462	11442.244	1045.341	19.178
936	87.5	2736.100	11228.536	1018.336	18.457
936	87.6	2621.017	11016.512	991.851	17.804
936	87.7	2506.232	10806.113	965.870	17.207
936	87.8	2391.763	10597.283	940.377	16.658
936	87.9	2277.630	10389.971	915.356	16.151
937	87.4	2852.324	11439.188	1044.620	19.161
937	87.5	2736.926	11225.566	1017.639	18.442
937	87.6	2621.807	11013.624	991.178	17.790
937	87.7	2506.986	10803.302	965.220	17.195
937	87.8	2392.481	10594.546	939.748	16.647
937	87.9	2278.313	10387.304	914.748	16.141
938	87.4	2853.186	11436.137	1043.900	19.144
938	87.5	2737.752	11222.602	1016.944	18.428
938	87.6	2622.596	11010.741	990.506	17.777
938	87.7	2507.739	10800.497	964.570	17.183
938	87.8	2393.199	10591.814	939.120	16.636
938	87.9	2278.995	10384.642	914.141	16.131
939	87.4	2854.047	11433.092	1043.182	19.128
939	87.5	2738.576	11219.643	1016.250	18.413
939	87.6	2623.385	11007.864	989.836	17.764
939	87.7	2508.491	10797.697	963.922	17.171
939	87.8	2393.916	10589.087	938.494	16.625
939	87.9	2279.676	10381.984	913.535	16.121
940	87.4	2854.907	11430.053	1042.465	19.112
940	87.5	2739.400	11216.689	1015.558	18.398
940	87.6	2624.172	11004.991	989.167	17.751
940	87.7	2509.243	10794.901	963.275	17.159
940	87.8	2394.631	10586.365	937.868	16.614
940	87.9	2280.357	10379.331	912.931	16.111
941	87.4	2855.766	11427.019	1041.750	19.095
941	87.5	2740.222	11213.740	1014.867	18.384
941	87.6	2624.959	11002.124	988.499	17.738
941	87.7	2509.994	10792.111	962.630	17.147
941	87.8	2395.347	10583.648	937.244	16.604
941	87.9	2281.037	10376.683	912.327	16.101
942	87.4	2856.624	11423.990	1041.036	19.079
942	87.5	2741.044	11210.797	1014.177	18.369
942	87.6	2625.744	10999.262	987.832	17.725
942	87.7	2510.743	10789.326	961.986	17.135
942	87.8	2396.061	10580.935	936.622	16.593
942	87.9	2281.716	10374.039	911.725	16.091
943	87.4	2857.481	11420.968	1040.323	19.063
943	87.5	2741.864	11207.859	1013.488	18.355
943	87.6	2626.529	10996.404	987.167	17.712
943	87.7	2511.492	10786.545	961.343	17.123
943	87.8	2396.774	10578.227	936.000	16.582
943	87.9	2282.394	10371.400	911.124	16.081
944	87.4	2858.336	11417.950	1039.612	19.046
944	87.5	2742.684	11204.927	1012.801	18.340
944	87.6	2627.312	10993.552	986.503	17.699
944	87.7	2512.240	10783.769	960.701	17.112
944	87.8	2397.487	10575.524	935.380	16.571
944	87.9	2283.071	10368.766	910.524	16.071
945	87.4	2859.191	11414.938	1038.902	19.030
945	87.5	2743.503	11201.999	1012.116	18.326
945	87.6	2628.095	10990.705	985.841	17.686
945	87.7	2512.988	10780.999	960.061	17.100
945	87.8	2398.199	10572.825	934.761	16.561
945	87.9	2283.748	10366.136	909.925	16.061
946	87.4	2860.045	11411.931	1038.194	19.014
946	87.5	2744.320	11199.077	1011.432	18.311
946	87.6	2628.877	10987.863	985.180	17.673
946	87.7	2513.734	10778.233	959.422	17.088
946	87.8	2398.910	10570.132	934.143	16.550
946	87.9	2284.424	10363.511	909.328	16.052
947	87.4	2860.898	11408.930	1037.487	18.998
947	87.5	2745.137	11196.160	1010.749	18.297
947	87.6	2629.658	10985.026	984.520	17.660
947	87.7	2514.479	10775.472	958.784	17.076
947	87.8	2399.620	10567.443	933.526	16.539
947	87.9	2285.099	10360.890	908.731	16.042
948	87.4	2861.750	11405.934	1036.781	18.982
948	87.5	2745.953	11193.249	1010.067	18.283
948	87.6	2630.438	10982.195	983.861	17.647
948	87.7	2515.224	10772.715	958.148	17.065
948	87.8	2400.329	10564.758	932.911	16.529
948	87.9	2285.773	10358.274	908.136	16.032
949	87.4	2862.601	11402.944	1036.077	18.966
949	87.5	2746.768	11190.342	1009.387	18.268
