E	alpha	r1	L	H	gamma
eV	deg	mm	mm	mm	deg
662	88.1	1850.017	10892.176	1081.674	18.569
662	88.2	1748.428	10666.634	1051.061	17.890
662	88.3	1647.173	10443.705	1021.158	17.274
662	88.4	1546.274	10223.288	991.939	16.712
663	87.4	2570.006	12549.112	1317.105	26.775
663	87.5	2466.598	12301.870	1280.660	24.974
663	87.6	2363.383	12058.195	1245.167	23.474
663	87.7	2260.380	11817.919	1210.583	22.201
663	87.8	2157.609	11580.883	1176.870	21.105
663	87.9	2055.091	11346.942	1143.990	20.149
663	88.0	1952.845	11115.961	1111.909	19.305
663	88.1	1850.892	10887.813	1080.594	18.552
663	88.2	1749.253	10662.382	1050.016	17.874
663	88.3	1647.949	10439.559	1020.147	17.260
663	88.4	1547.001	10219.241	990.959	16.698
664	87.4	2571.239	12543.755	1315.735	26.729
664	87.5	2467.779	12296.684	1279.338	24.936
664	87.6	2364.511	12053.171	1243.891	23.442
664	87.7	2261.457	11813.045	1209.351	22.173
664	87.8	2158.635	11576.151	1175.680	21.081
664	87.9	2056.065	11342.344	1142.839	20.128
664	88.0	1953.769	11111.489	1110.796	19.286
664	88.1	1851.766	10883.460	1079.518	18.535
664	88.2	1750.077	10658.140	1048.974	17.859
664	88.3	1648.723	10435.422	1019.138	17.246
664	88.4	1547.726	10215.202	989.982	16.685
665	87.4	2572.470	12538.411	1314.369	26.682
665	87.5	2468.958	12291.511	1278.020	24.898
665	87.6	2365.638	12048.157	1242.619	23.409
665	87.7	2262.532	11808.183	1208.123	22.146
665	87.8	2159.659	11571.431	1174.492	21.057
665	87.9	2057.038	11337.757	1141.692	20.106
665	88.0	1954.691	11107.027	1109.686	19.267
665	88.1	1852.638	10879.116	1078.444	18.517
665	88.2	1750.899	10653.908	1047.935	17.843
665	88.3	1649.496	10431.294	1018.132	17.231
665	88.4	1548.450	10211.173	989.007	16.672
666	87.4	2573.700	12533.080	1313.006	26.637
666	87.5	2470.135	12286.349	1276.706	24.860
666	87.6	2366.763	12043.156	1241.350	23.377
666	87.7	2263.606	11803.332	1206.897	22.118
666	87.8	2160.681	11566.721	1173.309	21.033
666	87.9	2058.010	11333.181	1140.547	20.085
666	88.0	1955.613	11102.576	1108.580	19.248
666	88.1	1853.509	10874.783	1077.373	18.500
666	88.2	1751.721	10649.685	1046.899	17.828
666	88.3	1650.268	10427.176	1017.128	17.217
666	88.4	1549.173	10207.153	988.035	16.659
667	87.4	2574.927	12527.761	1311.648	26.591
667	87.5	2471.310	12281.200	1275.395	24.822
667	87.6	2367.887	12038.166	1240.085	23.345
667	87.7	2264.678	11798.492	1205.675	22.091
667	87.8	2161.702	11562.022	1172.128	21.009
667	87.9	2058.980	11328.615	1139.406	20.064
667	88.0	1956.532	11098.135	1107.476	19.229
667	88.1	1854.379	10870.459	1076.306	18.483
667	88.2	1752.541	10645.472	1045.866	17.812
667	88.3	1651.039	10423.066	1016.128	17.203
667	88.4	1549.895	10203.142	987.066	16.645
668	87.4	2576.153	12522.454	1310.293	26.546
668	87.5	2472.484	12276.062	1274.088	24.785
668	87.6	2369.009	12033.187	1238.823	23.314
668	87.7	2265.748	11793.663	1204.457	22.064
668	87.8	2162.722	11557.334	1170.951	20.985
668	87.9	2059.949	11324.059	1138.268	20.043
668	88.0	1957.451	11093.704	1106.375	19.210
668	88.1	1855.248	10866.145	1075.241	18.466
668	88.2	1753.360	10641.269	1044.835	17.797
668	88.3	1651.809	10418.967	1015.130	17.188
668	88.4	1550.616	10199.139	986.100	16.632
669	87.4	2577.377	12517.160	1308.942	26.500
669	87.5	2473.656	12270.937	1272.784	24.747
669	87.6	2370.129	12028.220	1237.565	23.282
669	87.7	2266.817	11788.845	1203.241	22.036
669	87.8	2163.740	11552.657	1169.776	20.961
669	87.9	2060.916	11319.513	1137.133	20.022
669	88.0	1958.368	11089.283	1105.278	19.191
669	88.1	1856.115	10861.841	1074.179	18.449
669	88.2	1754.178	10637.075	1043.807	17.781
669	88.3	1652.577	10414.876	1014.135	17.174
669	88.4	1551.336	10195.146	985.136	16.619
670	87.4	2578.599	12511.878	1307.594	26.455
670	87.5	2474.826	12265.823	1271.484	24.710
670	87.6	2371.248	12023.265	1236.310	23.250
670	87.7	2267.884	11784.038	1202.030	22.009
670	87.8	2164.756	11547.990	1168.605	20.938
670	87.9	2061.882	11314.979	1136.001	20.001
670	88.0	1959.284	11084.872	1104.183	19.172
670	88.1	1856.981	10857.547	1073.120	18.432
670	88.2	1754.994	10632.890	1042.783	17.766
670	88.3	1653.345	10410.795	1013.143	17.160
670	88.4	1552.054	10191.162	984.175	16.606
671	87.4	2579.819	12506.608	1306.251	26.411
671	87.5	2475.994	12260.721	1270.188	24.673
671	87.6	2372.365	12018.321	1235.058	23.219
671	87.7	2268.950	11779.242	1200.821	21.982
671	87.8	2165.771	11543.334	1167.438	20.914
671	87.9	2062.847	11310.454	1134.872	19.980
671	88.0	1960.198	11080.471	1103.092	19.154
671	88.1	1857.846	10853.262	1072.064	18.416
671	88.2	1755.810	10628.715	1041.760	17.750
671	88.3	1654.111	10406.723	1012.153	17.146
671	88.4	1552.772	10187.187	983.217	16.593
672	87.4	2581.038	12501.351	1304.911	26.366
672	87.5	2477.161	12255.631	1268.895	24.636
672	87.6	2373.480	12013.388	1233.810	23.188
672	87.7	2270.015	11774.458	1199.616	21.955
672	87.8	2166.785	11538.688	1166.273	20.891
672	87.9	2063.810	11305.939	1133.747	19.959
672	88.0	1961.111	11076.080	1102.003	19.135
672	88.1	1858.709	10848.987	1071.011	18.399
672	88.2	1756.624	10624.549	1040.741	17.735
672	88.3	1654.876	10402.660	1011.166	17.132
672	88.4	1553.489	10183.220	982.261	16.580
673	87.4	2582.255	12496.105	1303.574	26.322
673	87.5	2478.326	12250.553	1267.605	24.599
673	87.6	2374.594	12008.467	1232.565	23.156
673	87.7	2271.077	11769.684	1198.414	21.928
673	87.8	2167.797	11534.054	1165.112	20.867
673	87.9	2064.772	11301.435	1132.624	19.938
673	88.0	1962.023	11071.698	1100.917	19.117
673	88.1	1859.571	10844.722	1069.960	18.382
673	88.2	1757.437	10620.393	1039.725	17.720
673	88.3	1655.641	10398.606	1010.182	17.118
673	88.4	1554.205	10179.263	981.307	16.567
674	87.4	2583.470	12490.872	1302.241	26.278
674	87.5	2479.490	12245.486	1266.319	24.562
674	87.6	2375.706	12003.557	1231.324	23.125
674	87.7	2272.138	11764.921	1197.215	21.902
674	87.8	2168.807	11529.429	1163.953	20.844
674	87.9	2065.732	11296.941	1131.504	19.918
674	88.0	1962.934	11067.327	1099.834	19.098
674	88.1	1860.432	10840.466	1068.913	18.365
674	88.2	1758.249	10616.245	1038.711	17.705
674	88.3	1656.404	10394.561	1009.201	17.104
674	88.4	1554.919	10175.314	980.357	16.554
675	87.4	2584.683	12485.652	1300.912	26.234
675	87.5	2480.651	12240.431	1265.037	24.526
675	87.6	2376.816	11998.658	1230.086	23.094
675	87.7	2273.198	11760.169	1196.019	21.875
675	87.8	2169.816	11524.815	1162.798	20.820
675	87.9	2066.691	11292.457	1130.388	19.897
675	88.0	1963.843	11062.966	1098.755	19.080
675	88.1	1861.292	10836.220	1067.868	18.349
675	88.2	1759.059	10612.108	1037.700	17.689
675	88.3	1657.166	10390.525	1008.222	17.090
675	88.4	1555.633	10171.374	979.409	16.541
676	87.4	2585.895	12480.443	1299.587	26.190
676	87.5	2481.811	12235.388	1263.758	24.489
676	87.6	2377.925	11993.770	1228.852	23.064
676	87.7	2274.256	11755.428	1194.827	21.848
676	87.8	2170.824	11520.212	1161.646	20.797
676	87.9	2067.649	11287.984	1129.274	19.877
676	88.0	1964.751	11058.614	1097.678	19.061
676	88.1	1862.151	10831.983	1066.827	18.332
676	88.2	1759.869	10607.979	1036.691	17.674
676	88.3	1657.927	10386.498	1007.245	17.076
676	88.4	1556.345	10167.443	978.463	16.528
677	87.4	2587.105	12475.246	1298.265	26.147
677	87.5	2482.970	12230.356	1262.483	24.453
677	87.6	2379.033	11988.894	1227.620	23.033
677	87.7	2275.313	11750.697	1193.638	21.822
677	87.8	2171.830	11515.619	1160.497	20.774
677	87.9	2068.605	11283.520	1128.163	19.856
677	88.0	1965.657	11054.272	1096.604	19.043
677	88.1	1863.008	10827.756	1065.788	18.316
677	88.2	1760.677	10603.860	1035.686	17.659
677	88.3	1658.686	10382.480	1006.272	17.062
677	88.4	1557.057	10163.520	977.520	16.515
678	87.4	2588.313	12470.061	1296.946	26.103
678	87.5	2484.127	12225.336	1261.211	24.417
678	87.6	2380.138	11984.028	1226.393	23.002
678	87.7	2276.368	11745.978	1192.452	21.796
678	87.8	2172.835	11511.037	1159.351	20.751
678	87.9	2069.560	11279.067	1127.056	19.836
678	88.0	1966.563	11049.940	1095.533	19.025
678	88.1	1863.864	10823.538	1064.751	18.299
678	88.2	1761.484	10599.750	1034.683	17.644
678	88.3	1659.445	10378.471	1005.301	17.048
678	88.4	1557.768	10159.607	976.580	16.503
679	87.4	2589.519	12464.888	1295.632	26.060
679	87.5	2485.282	12220.327	1259.942	24.381
679	87.6	2381.242	11979.174	1225.168	22.972
679	87.7	2277.421	11741.269	1191.269	21.769
679	87.8	2173.838	11506.464	1158.209	20.728
679	87.9	2070.513	11274.623	1125.951	19.815
679	88.0	1967.467	11045.618	1094.465	19.007
679	88.1	1864.719	10819.330	1063.718	18.283
679	88.2	1762.290	10595.649	1033.683	17.629
679	88.3	1660.203	10374.471	1004.333	17.035
679	88.4	1558.477	10155.702	975.642	16.490
680	87.4	2590.724	12459.728	1294.320	26.017
680	87.5	2486.435	12215.330	1258.677	24.345
680	87.6	2382.345	11974.331	1223.947	22.942
680	87.7	2278.473	11736.571	1190.090	21.743
680	87.8	2174.840	11501.903	1157.069	20.705
680	87.9	2071.465	11270.190	1124.850	19.795
680	88.0	1968.369	11041.305	1093.399	18.988
680	88.1	1865.572	10815.131	1062.687	18.266
680	88.2	1763.095	10591.557	1032.685	17.614
680	88.3	1660.959	10370.480	1003.367	17.021
680	88.4	1559.186	10151.805	974.707	16.477
681	87.4	2591.926	12454.579	1293.013	25.974
681	87.5	2487.587	12210.345	1257.415	24.310
681	87.6	2383.446	11969.499	1222.729	22.911
681	87.7	2279.524	11731.883	1188.914	21.717
681	87.8	2175.841	11497.351	1155.933	20.683
681	87.9	2072.416	11265.766	1123.751	19.775
681	88.0	1969.271	11037.002	1092.337	18.970
681	88.1	1866.425	10810.941	1061.660	18.250
681	88.2	1763.899	10587.474	1031.691	17.599
681	88.3	1661.714	10366.498	1002.404	17.007
681	88.4	1559.893	10147.918	973.774	16.464
682	87.4	2593.128	12449.441	1291.709	25.932
682	87.5	2488.737	12205.370	1256.157	24.274
682	87.6	2384.545	11964.678	1221.514	22.881
682	87.7	2280.573	11727.206	1187.740	21.691
682	87.8	2176.840	11492.810	1154.799	20.660
682	87.9	2073.365	11261.353	1122.655	19.755
682	88.0	1970.171	11032.709	1091.277	18.952
682	88.1	1867.276	10806.761	1060.635	18.234
682	88.2	1764.701	10583.400	1030.699	17.584
682	88.3	1662.469	10362.524	1001.443	16.993
682	88.4	1560.599	10144.038	972.843	16.452
683	87.4	2594.327	12444.316	1290.408	25.890
683	87.5	2489.885	12200.407	1254.902	24.239
683	87.6	2385.643	11959.868	1220.303	22.851
683	87.7	2281.620	11722.540	1186.570	21.665
683	87.8	2177.837	11488.279	1153.669	20.637
683	87.9	2074.313	11256.949	1121.563	19.735
683	88.0	1971.069	11028.425	1090.221	18.934
683	88.1	1868.125	10802.590	1059.612	18.217
683	88.2	1765.503	10579.336	1029.709	17.569
683	88.3	1663.222	10358.560	1000.485	16.980
683	88.4	1561.305	10140.168	971.916	16.439
684	87.4	2595.525	12439.203	1289.111	25.848
684	87.5	2491.032	12195.456	1253.650	24.204
684	87.6	2386.739	11955.068	1219.094	22.822
684	87.7	2282.666	11717.884	1185.404	21.640
684	87.8	2178.833	11483.758	1152.541	20.615
684	87.9	2075.260	11252.555	1120.473	19.715
684	88.0	1971.967	11024.151	1089.167	18.916
684	88.1	1868.974	10798.429	1058.593	18.201
684	88.2	1766.303	10575.280	1028.723	17.555
684	88.3	1663.974	10354.604	999.530	16.966
684	88.4	1562.009	10136.306	970.990	16.427
685	87.4	2596.721	12434.101	1287.817	25.806
685	87.5	2492.177	12190.515	1252.402	24.169
685	87.6	2387.834	11950.280	1217.889	22.792
685	87.7	2283.711	11713.239	1184.240	21.614
685	87.8	2179.828	11479.247	1151.417	20.592
685	87.9	2076.205	11248.171	1119.386	19.695
685	88.0	1972.863	11019.886	1088.116	18.899
685	88.1	1869.822	10794.276	1057.576	18.185
685	88.2	1767.102	10571.233	1027.738	17.540
685	88.3	1664.725	10350.656	998.577	16.953
685	88.4	1562.713	10132.452	970.068	16.414
686	87.4	2597.915	12429.011	1286.527	25.764
686	87.5	2493.320	12185.586	1251.157	24.134
686	87.6	2388.927	11945.502	1216.688	22.762
686	87.7	2284.754	11708.604	1183.079	21.588
686	87.8	2180.821	11474.747	1150.295	20.570
686	87.9	2077.149	11243.797	1118.302	19.675
686	88.0	1973.758	11015.631	1087.067	18.881
686	88.1	1870.668	10790.133	1056.562	18.169
686	88.2	1767.900	10567.196	1026.757	17.525
686	88.3	1665.475	10346.718	997.627	16.939
686	88.4	1563.415	10128.607	969.147	16.402
687	87.4	2599.107	12423.932	1285.240	25.722
687	87.5	2494.462	12180.668	1249.916	24.099
687	87.6	2390.018	11940.736	1215.489	22.733
687	87.7	2285.795	11703.979	1181.922	21.563
687	87.8	2181.813	11470.256	1149.177	20.547
687	87.9	2078.092	11239.433	1117.221	19.655
687	88.0	1974.651	11011.386	1086.022	18.863
687	88.1	1871.513	10785.999	1055.550	18.153
687	88.2	1768.697	10563.167	1025.778	17.511
687	88.3	1666.224	10342.788	996.679	16.926
687	88.4	1564.117	10124.771	968.229	16.389
688	87.4	2600.298	12418.865	1283.957	25.681
688	87.5	2495.602	12175.762	1248.677	24.065
688	87.6	2391.108	11935.980	1214.294	22.703
688	87.7	2286.835	11699.365	1180.767	21.537
688	87.8	2182.803	11465.776	1148.062	20.525
688	87.9	2079.033	11235.078	1116.143	19.636
688	88.0	1975.544	11007.149	1084.979	18.845
688	88.1	1872.357	10781.874	1054.542	18.137
688	88.2	1769.492	10559.147	1024.802	17.496
688	88.3	1666.972	10338.867	995.734	16.912
688	88.4	1564.817	10120.942	967.314	16.377
689	87.4	2601.487	12413.810	1282.677	25.640
689	87.5	2496.741	12170.866	1247.443	24.031
689	87.6	2392.196	11931.235	1213.102	22.674
689	87.7	2287.874	11694.762	1179.616	21.512
689	87.8	2183.792	11461.305	1146.949	20.503
689	87.9	2079.973	11230.733	1115.067	19.616
689	88.0	1976.435	11002.922	1083.939	18.828
689	88.1	1873.199	10777.759	1053.535	18.121
689	88.2	1770.287	10555.136	1023.828	17.481
689	88.3	1667.719	10334.955	994.791	16.899
689	88.4	1565.516	10117.123	966.401	16.364
690	87.4	2602.675	12408.766	1281.400	25.599
690	87.5	2497.878	12165.982	1246.211	23.996
690	87.6	2393.283	11926.500	1211.913	22.645
690	87.7	2288.911	11690.168	1178.468	21.487
690	87.8	2184.780	11456.845	1145.840	20.481
690	87.9	2080.911	11226.398	1113.995	19.596
690	88.0	1977.325	10998.705	1082.902	18.810
690	88.1	1874.041	10773.652	1052.532	18.105
690	88.2	1771.080	10551.134	1022.857	17.467
690	88.3	1668.464	10331.051	993.851	16.885
690	88.4	1566.215	10113.311	965.490	16.352
691	87.4	2603.860	12403.733	1280.127	25.558
691	87.5	2499.013	12161.108	1244.983	23.962
691	87.6	2394.369	11921.776	1210.727	22.616
691	87.7	2289.946	11685.585	1177.322	21.462
691	87.8	2185.766	11452.394	1144.733	20.459
691	87.9	2081.848	11222.072	1112.925	19.577
691	88.0	1978.213	10994.497	1081.868	18.793
691	88.1	1874.881	10769.555	1051.531	18.089
691	88.2	1771.872	10547.140	1021.889	17.452
691	88.3	1669.209	10327.155	992.914	16.872
691	88.4	1566.912	10109.508	964.582	16.339
692	87.4	2605.044	12398.713	1278.858	25.517
692	87.5	2500.147	12156.246	1243.757	23.928
692	87.6	2395.452	11917.063	1209.544	22.587
692	87.7	2290.980	11681.013	1176.180	21.437
692	87.8	2186.751	11447.954	1143.629	20.437
692	87.9	2082.784	11217.756	1111.858	19.557
692	88.0	1979.100	10990.298	1080.836	18.775
692	88.1	1875.720	10765.466	1050.533	18.073
692	88.2	1772.663	10543.156	1020.923	17.438
692	88.3	1669.953	10323.268	991.978	16.859
692	88.4	1567.609	10105.713	963.677	16.327
693	87.4	2606.227	12393.703	1277.591	25.477
693	87.5	2501.279	12151.395	1242.536	23.894
693	87.6	2396.534	11912.361	1208.365	22.558
693	87.7	2292.013	11676.450	1175.041	21.412
693	87.8	2187.734	11443.523	1142.529	20.415
693	87.9	2083.719	11213.449	1110.794	19.538
693	88.0	1979.986	10986.108	1079.807	18.758
693	88.1	1876.558	10761.387	1049.538	18.057
693	88.2	1773.453	10539.180	1019.959	17.424
693	88.3	1670.695	10319.390	991.046	16.845
693	88.4	1568.304	10101.927	962.773	16.315
694	87.4	2607.407	12388.705	1276.328	25.437
694	87.5	2502.409	12146.554	1241.317	23.861
694	87.6	2397.615	11907.669	1207.188	22.529
694	87.7	2293.044	11671.898	1173.905	21.387
694	87.8	2188.716	11439.102	1141.431	20.393
694	87.9	2084.652	11209.152	1109.733	19.518
694	88.0	1980.871	10981.928	1078.781	18.740
694	88.1	1877.394	10757.316	1048.545	18.042
694	88.2	1774.242	10535.213	1018.999	17.409
694	88.3	1671.436	10315.520	990.116	16.832
694	88.4	1568.998	10098.148	961.872	16.303
695	87.4	2608.586	12383.718	1275.069	25.397
695	87.5	2503.538	12141.725	1240.102	23.827
695	87.6	2398.694	11902.987	1206.015	22.501
695	87.7	2294.074	11667.356	1172.772	21.362
695	87.8	2189.697	11434.691	1140.336	20.371
695	87.9	2085.584	11204.865	1108.675	19.499
695	88.0	1981.754	10977.757	1077.758	18.723
695	88.1	1878.230	10753.254	1047.555	18.026
695	88.2	1775.030	10531.254	1018.040	17.395
695	88.3	1672.177	10311.659	989.188	16.819
695	88.4	1569.692	10094.378	960.974	16.290
696	87.4	2609.764	12378.743	1273.813	25.357
696	87.5	2504.665	12136.906	1238.889	23.794
696	87.6	2399.772	11898.316	1204.845	22.472
696	87.7	2295.102	11662.824	1171.642	21.337
696	87.8	2190.676	11430.290	1139.244	20.350
696	87.9	2086.514	11200.587	1107.619	19.480
696	88.0	1982.637	10973.595	1076.737	18.706
696	88.1	1879.064	10749.202	1046.568	18.010
696	88.2	1775.817	10527.304	1017.085	17.381
696	88.3	1672.916	10307.806	988.263	16.806
696	88.4	1570.384	10090.616	960.078	16.278
697	87.4	2610.939	12373.779	1272.560	25.317
697	87.5	2505.791	12132.098	1237.680	23.760
697	87.6	2400.848	11893.655	1203.678	22.444
697	87.7	2296.129	11658.302	1170.514	21.313
697	87.8	2191.654	11425.899	1138.155	20.328
697	87.9	2087.443	11196.318	1106.566	19.461
697	88.0	1983.518	10969.442	1075.719	18.688
697	88.1	1879.897	10745.158	1045.583	17.995
697	88.2	1776.602	10523.363	1016.131	17.366
697	88.3	1673.655	10303.961	987.340	16.793
697	88.4	1571.076	10086.863	959.184	16.266
698	87.4	2612.113	12368.826	1271.310	25.278
698	87.5	2506.915	12127.301	1236.475	23.727
698	87.6	2401.922	11889.005	1202.514	22.415
698	87.7	2297.154	11653.790	1169.390	21.288
698	87.8	2192.630	11421.517	1137.069	20.307
698	87.9	2088.371	11192.059	1105.516	19.442
698	88.0	1984.397	10965.298	1074.703	18.671
698	88.1	1880.729	10741.123	1044.600	17.979
698	88.2	1777.387	10519.430	1015.181	17.352
698	88.3	1674.392	10300.125	986.419	16.780
698	88.4	1571.766	10083.117	958.292	16.254
699	87.4	2613.286	12363.884	1270.064	25.238
699	87.5	2508.038	12122.515	1235.272	23.694
699	87.6	2402.995	11884.366	1201.353	22.387
699	87.7	2298.178	11649.288	1168.269	21.264
699	87.8	2193.605	11417.145	1135.985	20.285
699	87.9	2089.298	11187.810	1104.469	19.423
699	88.0	1985.276	10961.164	1073.690	18.654
699	88.1	1881.559	10737.097	1043.620	17.964
699	88.2	1778.170	10515.506	1014.232	17.338
699	88.3	1675.128	10296.297	985.501	16.767
699	88.4	1572.456	10079.380	957.403	16.242
700	87.4	2614.456	12358.953	1268.821	25.199
700	87.5	2509.158	12117.740	1234.073	23.661
700	87.6	2404.066	11879.736	1200.195	22.359
700	87.7	2299.200	11644.796	1167.150	21.240
700	87.8	2194.579	11412.783	1134.905	20.264
700	87.9	2090.223	11183.569	1103.425	19.404
700	88.0	1986.153	10957.038	1072.680	18.637
700	88.1	1882.389	10733.079	1042.643	17.948
700	88.2	1778.952	10511.591	1013.287	17.324
700	88.3	1675.863	10292.477	984.586	16.754
700	88.4	1573.144	10075.650	956.516	16.230
701	87.4	2615.625	12354.034	1267.581	25.160
701	87.5	2510.278	12112.975	1232.876	23.629
701	87.6	2405.136	11875.117	1199.040	22.331
701	87.7	2300.221	11640.314	1166.035	21.215
701	87.8	2195.551	11408.430	1133.827	20.243
701	87.9	2091.147	11179.338	1102.383	19.385
701	88.0	1987.029	10952.921	1071.673	18.620
701	88.1	1883.217	10729.071	1041.669	17.933
701	88.2	1779.733	10507.684	1012.343	17.310
701	88.3	1676.597	10288.666	983.672	16.741
701	88.4	1573.832	10071.929	955.632	16.218
702	87.4	2616.793	12349.125	1266.344	25.121
702	87.5	2511.395	12108.221	1231.683	23.596
702	87.6	2406.205	11870.508	1197.888	22.303
702	87.7	2301.240	11635.842	1164.923	21.191
702	87.8	2196.522	11404.087	1132.752	20.221
702	87.9	2092.070	11175.116	1101.344	19.366
702	88.0	1987.904	10948.814	1070.668	18.603
702	88.1	1884.044	10725.071	1040.697	17.917
702	88.2	1780.513	10503.785	1011.403	17.296
702	88.3	1677.331	10284.863	982.762	16.728
702	88.4	1574.519	10068.216	954.750	16.206
